Store,Dept,Date,IsHoliday,WeekNum,Weekly_Sales
1,3,5/17/2013,FALSE,20,8348.31619
1,3,5/24/2013,FALSE,21,8273.660952
1,3,5/31/2013,FALSE,22,7774.459524
1,3,6/7/2013,FALSE,23,8204.478095
1,3,6/14/2013,FALSE,24,7905.89
1,3,6/21/2013,FALSE,25,6889.031429
1,3,6/28/2013,FALSE,26,7755.287143
1,3,7/5/2013,FALSE,27,8087.447619
1,3,7/12/2013,FALSE,28,12639.90571
1,3,7/19/2013,FALSE,29,18622.26048
1,3,7/26/2013,FALSE,30,22169.22
1,3,11/2/2012,FALSE,44,9268.7025
1,3,11/9/2012,FALSE,45,9858.03125
1,3,11/16/2012,FALSE,46,9991.57875
1,3,11/30/2012,FALSE,48,10235.32875
1,3,12/7/2012,FALSE,49,12738.57875
1,3,12/14/2012,FALSE,50,13030.89875
1,3,12/21/2012,FALSE,51,13469.44
1,3,12/28/2012,TRUE,52,8775.6525
1,3,2/8/2013,TRUE,6,11997.17333
1,3,11/23/2012,TRUE,47,9491.21625
1,4,1/4/2013,FALSE,1,40553.515
1,4,1/11/2013,FALSE,2,36308.80875
1,4,1/18/2013,FALSE,3,33774.6225
1,4,1/25/2013,FALSE,4,33525.40625
1,4,2/1/2013,FALSE,5,38791.44095
1,4,2/15/2013,FALSE,7,36539.88952
1,4,2/22/2013,FALSE,8,34514.3081
1,4,3/1/2013,FALSE,9,38270.17381
1,4,3/8/2013,FALSE,10,37401.16762
1,4,3/15/2013,FALSE,11,36847.07048
1,4,3/22/2013,FALSE,12,35866.12714
1,4,3/29/2013,FALSE,13,36633.97238
1,4,4/5/2013,FALSE,14,39931.34143
1,4,4/12/2013,FALSE,15,35992.8
1,4,4/19/2013,FALSE,16,35823.14286
1,4,4/26/2013,FALSE,17,35941.27333
1,4,5/3/2013,FALSE,18,40315.72952
1,4,5/10/2013,FALSE,19,34946.72143
1,4,5/17/2013,FALSE,20,34452.62429
1,4,5/24/2013,FALSE,21,37687.13429
1,4,5/31/2013,FALSE,22,41831.88
1,4,6/7/2013,FALSE,23,38991.80429
1,4,6/14/2013,FALSE,24,37665.63476
1,4,6/21/2013,FALSE,25,36480.61238
1,4,6/28/2013,FALSE,26,38657.1281
1,4,7/5/2013,FALSE,27,42762.46952
1,4,7/12/2013,FALSE,28,36557.67095
1,4,7/19/2013,FALSE,29,36860.7381
1,4,7/26/2013,FALSE,30,35375.0881
1,4,11/2/2012,FALSE,44,39183.05375
1,4,11/9/2012,FALSE,45,36599.20875
1,4,11/16/2012,FALSE,46,37584.33375
1,4,11/30/2012,FALSE,48,38317.245
1,4,12/7/2012,FALSE,49,38433.685
1,4,12/14/2012,FALSE,50,38377.4625
1,4,12/21/2012,FALSE,51,47799.3425
1,4,12/28/2012,TRUE,52,37314.0425
1,4,2/8/2013,TRUE,6,38472.91476
1,4,11/23/2012,TRUE,47,46518.78125
1,5,1/4/2013,FALSE,1,23055.045
1,5,1/11/2013,FALSE,2,19052.08
1,5,1/18/2013,FALSE,3,19190.87625
1,5,1/25/2013,FALSE,4,21469.205
1,5,2/1/2013,FALSE,5,29485.25286
1,5,2/15/2013,FALSE,7,40236.95667
1,5,2/22/2013,FALSE,8,28169.83333
1,5,3/1/2013,FALSE,9,29702.4581
1,5,3/8/2013,FALSE,10,24706.10667
1,5,3/15/2013,FALSE,11,26806.03619
1,5,3/22/2013,FALSE,12,23845.43429
1,5,3/29/2013,FALSE,13,23154.99714
1,5,4/5/2013,FALSE,14,25918.88619
1,5,4/12/2013,FALSE,15,19550.82381
1,5,4/19/2013,FALSE,16,18745.34429
1,5,4/26/2013,FALSE,17,17511.64
1,5,5/3/2013,FALSE,18,18048.53
1,5,5/10/2013,FALSE,19,16695.96714
1,5,5/17/2013,FALSE,20,17076.59095
1,5,5/24/2013,FALSE,21,17819.81762
1,5,5/31/2013,FALSE,22,17376.4681
1,5,6/7/2013,FALSE,23,22578.44476
1,5,6/14/2013,FALSE,24,20128.83571
1,5,6/21/2013,FALSE,25,23205.0181
1,5,6/28/2013,FALSE,26,19838.44905
1,5,7/5/2013,FALSE,27,19146.37762
1,5,7/12/2013,FALSE,28,18199.84524
1,5,7/19/2013,FALSE,29,18347.05476
1,5,7/26/2013,FALSE,30,15318.54476
1,5,11/2/2012,FALSE,44,30949.5375
1,5,11/9/2012,FALSE,45,30089.68
1,5,11/16/2012,FALSE,46,27011.51
1,5,11/30/2012,FALSE,48,33059.73875
1,5,12/7/2012,FALSE,49,42749.01
1,5,12/14/2012,FALSE,50,45493.4225
1,5,12/21/2012,FALSE,51,64507.85375
1,5,12/28/2012,TRUE,52,34644.1425
1,5,2/8/2013,TRUE,6,37216.32762
1,5,11/23/2012,TRUE,47,78192.48875
1,6,1/4/2013,FALSE,1,3379.1125
1,6,1/11/2013,FALSE,2,2447.7875
1,6,1/18/2013,FALSE,3,2394.5075
1,6,1/25/2013,FALSE,4,1843.31
1,6,2/1/2013,FALSE,5,3846.567619
1,6,2/15/2013,FALSE,7,4247.558571
1,6,2/22/2013,FALSE,8,3993.544286
1,6,3/1/2013,FALSE,9,5497.144286
1,6,3/8/2013,FALSE,10,4166.833333
1,6,3/15/2013,FALSE,11,3614.521429
1,6,3/22/2013,FALSE,12,3626.915238
1,6,3/29/2013,FALSE,13,4090.524286
1,6,4/5/2013,FALSE,14,4273.740952
1,6,4/12/2013,FALSE,15,4290.896667
1,6,4/19/2013,FALSE,16,3036.531429
1,6,4/26/2013,FALSE,17,3713.021429
1,6,5/3/2013,FALSE,18,5644.22619
1,6,5/10/2013,FALSE,19,3932.980952
1,6,5/17/2013,FALSE,20,5441.980952
1,6,5/24/2013,FALSE,21,5327.54381
1,6,5/31/2013,FALSE,22,3613.449048
1,6,6/7/2013,FALSE,23,4247.219048
1,6,6/14/2013,FALSE,24,3717.831905
1,6,6/21/2013,FALSE,25,4223.505714
1,6,6/28/2013,FALSE,26,4521.230952
1,6,7/5/2013,FALSE,27,3125.485714
1,6,7/12/2013,FALSE,28,2997.791429
1,6,7/19/2013,FALSE,29,3660.550952
1,6,7/26/2013,FALSE,30,2709.801905
1,6,11/2/2012,FALSE,44,6074.775
1,6,11/9/2012,FALSE,45,3617.71
1,6,11/16/2012,FALSE,46,2749.31375
1,6,11/30/2012,FALSE,48,5380.17125
1,6,12/7/2012,FALSE,49,6680.11625
1,6,12/14/2012,FALSE,50,10279.36375
1,6,12/21/2012,FALSE,51,20126.91125
1,6,12/28/2012,TRUE,52,6535.68125
1,6,2/8/2013,TRUE,6,6492.364286
1,6,11/23/2012,TRUE,47,18821.5625
1,7,1/4/2013,FALSE,1,13020.06
1,7,1/11/2013,FALSE,2,9392.04125
1,7,1/18/2013,FALSE,3,10498.075
1,7,1/25/2013,FALSE,4,11569.30625
1,7,2/1/2013,FALSE,5,17000.01571
1,7,2/15/2013,FALSE,7,19565.62
1,7,2/22/2013,FALSE,8,18635.34
1,7,3/1/2013,FALSE,9,17670.11095
1,7,3/8/2013,FALSE,10,18626.92571
1,7,3/15/2013,FALSE,11,21473.46905
1,7,3/22/2013,FALSE,12,17101.5181
1,7,3/29/2013,FALSE,13,19349.17095
1,7,4/5/2013,FALSE,14,25003.32952
1,7,4/12/2013,FALSE,15,20759.31667
1,7,4/19/2013,FALSE,16,20881.86143
1,7,4/26/2013,FALSE,17,20305.8719
1,7,5/3/2013,FALSE,18,21650.21
1,7,5/10/2013,FALSE,19,22269.54667
1,7,5/17/2013,FALSE,20,19503.81714
1,7,5/24/2013,FALSE,21,28419.29905
1,7,5/31/2013,FALSE,22,34481.51143
1,7,6/7/2013,FALSE,23,32741.91286
1,7,6/14/2013,FALSE,24,28014.15476
1,7,6/21/2013,FALSE,25,24645.58095
1,7,6/28/2013,FALSE,26,23896.41762
1,7,7/5/2013,FALSE,27,24921.57238
1,7,7/12/2013,FALSE,28,17421.79524
1,7,7/19/2013,FALSE,29,16519.54762
1,7,7/26/2013,FALSE,30,16826.89429
1,7,11/2/2012,FALSE,44,23552.1625
1,7,11/9/2012,FALSE,45,25327.01875
1,7,11/16/2012,FALSE,46,22248.23
1,7,11/30/2012,FALSE,48,34904.3925
1,7,12/7/2012,FALSE,49,49769.595
1,7,12/14/2012,FALSE,50,72846.9425
1,7,12/21/2012,FALSE,51,125226.5962
1,7,12/28/2012,TRUE,52,36868.14125
1,7,2/8/2013,TRUE,6,21311.49429
1,7,11/23/2012,TRUE,47,71336.805
1,8,1/4/2013,FALSE,1,36772.3075
1,8,1/11/2013,FALSE,2,34058.19125
1,8,1/18/2013,FALSE,3,35255.03
1,8,1/25/2013,FALSE,4,34702.5625
1,8,2/1/2013,FALSE,5,40016.92524
1,8,2/15/2013,FALSE,7,36695.53
1,8,2/22/2013,FALSE,8,36111.76905
1,8,3/1/2013,FALSE,9,38921.74381
1,8,3/8/2013,FALSE,10,35735.71571
1,8,3/15/2013,FALSE,11,35101.73524
1,8,3/22/2013,FALSE,12,33350.19095
1,8,3/29/2013,FALSE,13,36956.15048
1,8,4/5/2013,FALSE,14,39055.72714
1,8,4/12/2013,FALSE,15,35395.11333
1,8,4/19/2013,FALSE,16,35374.89381
1,8,4/26/2013,FALSE,17,36422.52619
1,8,5/3/2013,FALSE,18,39884.39476
1,8,5/10/2013,FALSE,19,36493.09429
1,8,5/17/2013,FALSE,20,36928.00524
1,8,5/24/2013,FALSE,21,37843.9019
1,8,5/31/2013,FALSE,22,39336.60143
1,8,6/7/2013,FALSE,23,38562.13619
1,8,6/14/2013,FALSE,24,36661.17476
1,8,6/21/2013,FALSE,25,36278.60952
1,8,6/28/2013,FALSE,26,36354.25429
1,8,7/5/2013,FALSE,27,39219.93762
1,8,7/12/2013,FALSE,28,35057.89905
1,8,7/19/2013,FALSE,29,36369.48476
1,8,7/26/2013,FALSE,30,35152.61571
1,8,11/2/2012,FALSE,44,36862.3675
1,8,11/9/2012,FALSE,45,34194.035
1,8,11/16/2012,FALSE,46,33493.26375
1,8,11/30/2012,FALSE,48,35928.8975
1,8,12/7/2012,FALSE,49,37846.5975
1,8,12/14/2012,FALSE,50,37125.77625
1,8,12/21/2012,FALSE,51,41162.7575
1,8,12/28/2012,TRUE,52,32461.27375
1,8,2/8/2013,TRUE,6,37502.14429
1,8,11/23/2012,TRUE,47,33350.81
1,9,1/4/2013,FALSE,1,20133.54375
1,9,1/11/2013,FALSE,2,15141.01375
1,9,1/18/2013,FALSE,3,13085.64
1,9,1/25/2013,FALSE,4,14539.215
1,9,2/1/2013,FALSE,5,19099.27429
1,9,2/15/2013,FALSE,7,22845.27476
1,9,2/22/2013,FALSE,8,24964.20714
1,9,3/1/2013,FALSE,9,29055.20333
1,9,3/8/2013,FALSE,10,28020.19381
1,9,3/15/2013,FALSE,11,36351.17762
1,9,3/22/2013,FALSE,12,34442.19381
1,9,3/29/2013,FALSE,13,41863.08952
1,9,4/5/2013,FALSE,14,35957.07048
1,9,4/12/2013,FALSE,15,31375.90952
1,9,4/19/2013,FALSE,16,28129.5019
1,9,4/26/2013,FALSE,17,27794.48905
1,9,5/3/2013,FALSE,18,28831.92333
1,9,5/10/2013,FALSE,19,26377.12333
1,9,5/17/2013,FALSE,20,25491.16143
1,9,5/24/2013,FALSE,21,28316.32524
1,9,5/31/2013,FALSE,22,33662.52048
1,9,6/7/2013,FALSE,23,29117.8819
1,9,6/14/2013,FALSE,24,27638.47143
1,9,6/21/2013,FALSE,25,26783.46429
1,9,6/28/2013,FALSE,26,24464.37238
1,9,7/5/2013,FALSE,27,29851.66381
1,9,7/12/2013,FALSE,28,19978.52619
1,9,7/19/2013,FALSE,29,20553.14095
1,9,7/26/2013,FALSE,30,21173.68571
1,9,11/2/2012,FALSE,44,50440.55
1,9,11/9/2012,FALSE,45,37607.3
1,9,11/16/2012,FALSE,46,28761.195
1,9,11/30/2012,FALSE,48,22909.63125
1,9,12/7/2012,FALSE,49,27588.94625
1,9,12/14/2012,FALSE,50,31544.62875
1,9,12/21/2012,FALSE,51,45674.04875
1,9,12/28/2012,TRUE,52,26653.94625
1,9,2/8/2013,TRUE,6,19134.70143
1,9,11/23/2012,TRUE,47,42513.2125
1,10,1/4/2013,FALSE,1,29248.9475
1,10,1/11/2013,FALSE,2,23878.53
1,10,1/18/2013,FALSE,3,25146.915
1,10,1/25/2013,FALSE,4,23971.82
1,10,2/1/2013,FALSE,5,33228.36095
1,10,2/15/2013,FALSE,7,37978.28048
1,10,2/22/2013,FALSE,8,35597.9719
1,10,3/1/2013,FALSE,9,37833.08238
1,10,3/8/2013,FALSE,10,33443.03857
1,10,3/15/2013,FALSE,11,33532.22095
1,10,3/22/2013,FALSE,12,36418.32857
1,10,3/29/2013,FALSE,13,38865.53333
1,10,4/5/2013,FALSE,14,35099.65857
1,10,4/12/2013,FALSE,15,30602.11
1,10,4/19/2013,FALSE,16,31957.76095
1,10,4/26/2013,FALSE,17,29076.91286
1,10,5/3/2013,FALSE,18,33363.3081
1,10,5/10/2013,FALSE,19,30859.11952
1,10,5/17/2013,FALSE,20,29557.70238
1,10,5/24/2013,FALSE,21,32723.21619
1,10,5/31/2013,FALSE,22,36703.41714
1,10,6/7/2013,FALSE,23,34248.40762
1,10,6/14/2013,FALSE,24,32237.60667
1,10,6/21/2013,FALSE,25,31788.28143
1,10,6/28/2013,FALSE,26,31791.75
1,10,7/5/2013,FALSE,27,36409.6781
1,10,7/12/2013,FALSE,28,30382.77048
1,10,7/19/2013,FALSE,29,29320.33714
1,10,7/26/2013,FALSE,30,30523.62476
1,10,11/2/2012,FALSE,44,31583.05625
1,10,11/9/2012,FALSE,45,31589.28125
1,10,11/16/2012,FALSE,46,27770.23625
1,10,11/30/2012,FALSE,48,31325.21
1,10,12/7/2012,FALSE,49,31349.89375
1,10,12/14/2012,FALSE,50,30540.83375
1,10,12/21/2012,FALSE,51,30545.6175
1,10,12/28/2012,TRUE,52,26099.5675
1,10,2/8/2013,TRUE,6,36768.88714
1,10,11/23/2012,TRUE,47,30904.1575
1,11,1/4/2013,FALSE,1,25270.15375
1,11,1/11/2013,FALSE,2,25676.54
1,11,1/18/2013,FALSE,3,20729.9775
1,11,1/25/2013,FALSE,4,18132.96125
1,11,2/1/2013,FALSE,5,23284.93286
1,11,2/15/2013,FALSE,7,23376.98905
1,11,2/22/2013,FALSE,8,20762.61286
1,11,3/1/2013,FALSE,9,22249.90714
1,11,3/8/2013,FALSE,10,21432.6719
1,11,3/15/2013,FALSE,11,23546.07714
1,11,3/22/2013,FALSE,12,24821.99476
1,11,3/29/2013,FALSE,13,24203.16952
1,11,4/5/2013,FALSE,14,27188.79905
1,11,4/12/2013,FALSE,15,23002.07048
1,11,4/19/2013,FALSE,16,22881.64
1,11,4/26/2013,FALSE,17,22098.07333
1,11,5/3/2013,FALSE,18,28852.25524
1,11,5/10/2013,FALSE,19,27408.65905
1,11,5/17/2013,FALSE,20,22254.5381
1,11,5/24/2013,FALSE,21,27087.49286
1,11,5/31/2013,FALSE,22,34653.07048
1,11,6/7/2013,FALSE,23,37280.74333
1,11,6/14/2013,FALSE,24,30836.3619
1,11,6/21/2013,FALSE,25,29902.88429
1,11,6/28/2013,FALSE,26,40130.16571
1,11,7/5/2013,FALSE,27,34312.64952
1,11,7/12/2013,FALSE,28,29904.81238
1,11,7/19/2013,FALSE,29,28695.27857
1,11,7/26/2013,FALSE,30,32606.73
1,11,11/2/2012,FALSE,44,27169.09625
1,11,11/9/2012,FALSE,45,23334.06375
1,11,11/16/2012,FALSE,46,21641.60625
1,11,11/30/2012,FALSE,48,32683.69125
1,11,12/7/2012,FALSE,49,37404.03
1,11,12/14/2012,FALSE,50,28003.0075
1,11,12/21/2012,FALSE,51,31593.00875
1,11,12/28/2012,TRUE,52,23831.97875
1,11,2/8/2013,TRUE,6,22993.93952
1,11,11/23/2012,TRUE,47,28634.4425
1,12,1/4/2013,FALSE,1,7683.45125
1,12,1/11/2013,FALSE,2,7927.01875
1,12,1/18/2013,FALSE,3,8959.75375
1,12,1/25/2013,FALSE,4,8174.4075
1,12,2/1/2013,FALSE,5,9104.606667
1,12,2/15/2013,FALSE,7,9998.558571
1,12,2/22/2013,FALSE,8,11016.34048
1,12,3/1/2013,FALSE,9,12118.9019
1,12,3/8/2013,FALSE,10,11906.29048
1,12,3/15/2013,FALSE,11,13341.1019
1,12,3/22/2013,FALSE,12,11726.65905
1,12,3/29/2013,FALSE,13,12026.51476
1,12,4/5/2013,FALSE,14,11315.82143
1,12,4/12/2013,FALSE,15,11347.30762
1,12,4/19/2013,FALSE,16,12294.25857
1,12,4/26/2013,FALSE,17,11070.72429
1,12,5/3/2013,FALSE,18,12161.47429
1,12,5/10/2013,FALSE,19,11615.19857
1,12,5/17/2013,FALSE,20,11692.06143
1,12,5/24/2013,FALSE,21,12444.50952
1,12,5/31/2013,FALSE,22,12230.56476
1,12,6/7/2013,FALSE,23,11383.14
1,12,6/14/2013,FALSE,24,10915.82524
1,12,6/21/2013,FALSE,25,9929.131905
1,12,6/28/2013,FALSE,26,11630.30381
1,12,7/5/2013,FALSE,27,13262.62619
1,12,7/12/2013,FALSE,28,9604.61
1,12,7/19/2013,FALSE,29,12156.01238
1,12,7/26/2013,FALSE,30,11311.79238
1,12,11/2/2012,FALSE,44,9887.43125
1,12,11/9/2012,FALSE,45,10353.79625
1,12,11/16/2012,FALSE,46,9636.11625
1,12,11/30/2012,FALSE,48,7632.0525
1,12,12/7/2012,FALSE,49,7913.20625
1,12,12/14/2012,FALSE,50,7715.7075
1,12,12/21/2012,FALSE,51,8187.86125
1,12,12/28/2012,TRUE,52,7600.74375
1,12,2/8/2013,TRUE,6,8894.494762
1,12,11/23/2012,TRUE,47,8041.86125
1,13,1/4/2013,FALSE,1,41205.545
1,13,1/11/2013,FALSE,2,37458.7875
1,13,1/18/2013,FALSE,3,37249.70125
1,13,1/25/2013,FALSE,4,34563.43875
1,13,2/1/2013,FALSE,5,41602.32238
1,13,2/15/2013,FALSE,7,38247.10333
1,13,2/22/2013,FALSE,8,39208.03381
1,13,3/1/2013,FALSE,9,43605.4619
1,13,3/8/2013,FALSE,10,38995.29619
1,13,3/15/2013,FALSE,11,37786.54095
1,13,3/22/2013,FALSE,12,37336.72714
1,13,3/29/2013,FALSE,13,38313.08952
1,13,4/5/2013,FALSE,14,41890.01714
1,13,4/12/2013,FALSE,15,37704.87333
1,13,4/19/2013,FALSE,16,37990.91048
1,13,4/26/2013,FALSE,17,37376.7119
1,13,5/3/2013,FALSE,18,42403.77381
1,13,5/10/2013,FALSE,19,37608.96381
1,13,5/17/2013,FALSE,20,37211.31571
1,13,5/24/2013,FALSE,21,37752.96714
1,13,5/31/2013,FALSE,22,40933.28333
1,13,6/7/2013,FALSE,23,40770.3781
1,13,6/14/2013,FALSE,24,39029.87286
1,13,6/21/2013,FALSE,25,38390.2419
1,13,6/28/2013,FALSE,26,39257.49
1,13,7/5/2013,FALSE,27,41507.52333
1,13,7/12/2013,FALSE,28,38547.75667
1,13,7/19/2013,FALSE,29,38982.81381
1,13,7/26/2013,FALSE,30,36613.87714
1,13,11/2/2012,FALSE,44,41804.875
1,13,11/9/2012,FALSE,45,37201.0725
1,13,11/16/2012,FALSE,46,37248.875
1,13,11/30/2012,FALSE,48,37340.79875
1,13,12/7/2012,FALSE,49,36197.75125
1,13,12/14/2012,FALSE,50,33089.14
1,13,12/21/2012,FALSE,51,36969.48
1,13,12/28/2012,TRUE,52,33023.14625
1,13,2/8/2013,TRUE,6,40676.37714
1,13,11/23/2012,TRUE,47,38593.79375
1,14,1/4/2013,FALSE,1,14980.5325
1,14,1/11/2013,FALSE,2,14223.90625
1,14,1/18/2013,FALSE,3,12719.9725
1,14,1/25/2013,FALSE,4,12559.45
1,14,2/1/2013,FALSE,5,15257.93238
1,14,2/15/2013,FALSE,7,19801.83762
1,14,2/22/2013,FALSE,8,17402.92143
1,14,3/1/2013,FALSE,9,18647.42857
1,14,3/8/2013,FALSE,10,15792.0419
1,14,3/15/2013,FALSE,11,13266.7581
1,14,3/22/2013,FALSE,12,13185.9681
1,14,3/29/2013,FALSE,13,14155.23619
1,14,4/5/2013,FALSE,14,15120.89333
1,14,4/12/2013,FALSE,15,13880.93476
1,14,4/19/2013,FALSE,16,13170.5081
1,14,4/26/2013,FALSE,17,14282.8419
1,14,5/3/2013,FALSE,18,15986.86619
1,14,5/10/2013,FALSE,19,15445.93476
1,14,5/17/2013,FALSE,20,15042.39571
1,14,5/24/2013,FALSE,21,13612.87619
1,14,5/31/2013,FALSE,22,14268.30286
1,14,6/7/2013,FALSE,23,12535.67476
1,14,6/14/2013,FALSE,24,13638.44714
1,14,6/21/2013,FALSE,25,13290.62857
1,14,6/28/2013,FALSE,26,15627.45524
1,14,7/5/2013,FALSE,27,16349.15905
1,14,7/12/2013,FALSE,28,13319.34
1,14,7/19/2013,FALSE,29,11942.68476
1,14,7/26/2013,FALSE,30,11763.47762
1,14,11/2/2012,FALSE,44,13691.67375
1,14,11/9/2012,FALSE,45,14770.4525
1,14,11/16/2012,FALSE,46,18051.67625
1,14,11/30/2012,FALSE,48,18057.84
1,14,12/7/2012,FALSE,49,23319.325
1,14,12/14/2012,FALSE,50,28820.255
1,14,12/21/2012,FALSE,51,46332.175
1,14,12/28/2012,TRUE,52,25345.40875
1,14,2/8/2013,TRUE,6,17403.01667
1,14,11/23/2012,TRUE,47,39584.27625
1,16,1/4/2013,FALSE,1,6141.37875
1,16,1/11/2013,FALSE,2,5873.70625
1,16,1/18/2013,FALSE,3,6175.06875
1,16,1/25/2013,FALSE,4,6140.95625
1,16,2/1/2013,FALSE,5,9224.185714
1,16,2/15/2013,FALSE,7,13429.25
1,16,2/22/2013,FALSE,8,20667.7
1,16,3/1/2013,FALSE,9,29211.43095
1,16,3/8/2013,FALSE,10,30463.15238
1,16,3/15/2013,FALSE,11,44003.24429
1,16,3/22/2013,FALSE,12,45314.25381
1,16,3/29/2013,FALSE,13,50637.95857
1,16,4/5/2013,FALSE,14,55841.79429
1,16,4/12/2013,FALSE,15,53312.8619
1,16,4/19/2013,FALSE,16,45274.2781
1,16,4/26/2013,FALSE,17,41707.75524
1,16,5/3/2013,FALSE,18,42397.98238
1,16,5/10/2013,FALSE,19,39822.26762
1,16,5/17/2013,FALSE,20,37011.02619
1,16,5/24/2013,FALSE,21,41726.54762
1,16,5/31/2013,FALSE,22,45406.61524
1,16,6/7/2013,FALSE,23,35748.06095
1,16,6/14/2013,FALSE,24,34774.41238
1,16,6/21/2013,FALSE,25,34589.12143
1,16,6/28/2013,FALSE,26,36013.34667
1,16,7/5/2013,FALSE,27,38918.31571
1,16,7/12/2013,FALSE,28,23959.43905
1,16,7/19/2013,FALSE,29,22972.80476
1,16,7/26/2013,FALSE,30,22366.05905
1,16,11/2/2012,FALSE,44,6498.79125
1,16,11/9/2012,FALSE,45,6095.2175
1,16,11/16/2012,FALSE,46,4722.86875
1,16,11/30/2012,FALSE,48,5590.42875
1,16,12/7/2012,FALSE,49,5011.31375
1,16,12/14/2012,FALSE,50,4726.33625
1,16,12/21/2012,FALSE,51,6531.0875
1,16,12/28/2012,TRUE,52,5044.65
