Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,4/8/2011,67.84,3.622,NA,NA,NA,NA,NA,215.0743939,7.682,FALSE
1,4/15/2011,71.27,3.743,NA,NA,NA,NA,NA,215.2918561,7.682,FALSE
1,4/22/2011,72.99,3.807,NA,NA,NA,NA,NA,215.4599053,7.682,FALSE
1,4/29/2011,72.03,3.81,NA,NA,NA,NA,NA,215.6279544,7.682,FALSE
1,5/6/2011,64.61,3.906,NA,NA,NA,NA,NA,215.7960035,7.682,FALSE
1,5/13/2011,75.64,3.899,NA,NA,NA,NA,NA,215.9640526,7.682,FALSE
1,5/20/2011,67.63,3.907,NA,NA,NA,NA,NA,215.7339202,7.682,FALSE
1,5/27/2011,77.72,3.786,NA,NA,NA,NA,NA,215.5037878,7.682,FALSE
1,6/3/2011,83,3.699,NA,NA,NA,NA,NA,215.2736553,7.682,FALSE
1,6/10/2011,83.13,3.648,NA,NA,NA,NA,NA,215.0435229,7.682,FALSE
1,6/17/2011,86.41,3.637,NA,NA,NA,NA,NA,214.9980596,7.682,FALSE
1,6/24/2011,83.58,3.594,NA,NA,NA,NA,NA,215.0910982,7.682,FALSE
1,7/1/2011,85.55,3.524,NA,NA,NA,NA,NA,215.1841368,7.962,FALSE
1,7/8/2011,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,FALSE
1,7/15/2011,88.54,3.575,NA,NA,NA,NA,NA,215.3611087,7.962,FALSE
1,7/22/2011,85.77,3.651,NA,NA,NA,NA,NA,215.4222784,7.962,FALSE
1,7/29/2011,86.83,3.682,NA,NA,NA,NA,NA,215.4834482,7.962,FALSE
1,8/5/2011,91.65,3.684,NA,NA,NA,NA,NA,215.544618,7.962,FALSE
1,8/12/2011,90.76,3.638,NA,NA,NA,NA,NA,215.6057878,7.962,FALSE
1,8/19/2011,89.94,3.554,NA,NA,NA,NA,NA,215.6693107,7.962,FALSE
1,8/26/2011,87.96,3.523,NA,NA,NA,NA,NA,215.7332258,7.962,FALSE
1,9/2/2011,87.83,3.533,NA,NA,NA,NA,NA,215.7971409,7.962,FALSE
1,9/9/2011,76,3.546,NA,NA,NA,NA,NA,215.861056,7.962,TRUE
1,9/16/2011,79.94,3.526,NA,NA,NA,NA,NA,216.0410526,7.962,FALSE
1,9/23/2011,75.8,3.467,NA,NA,NA,NA,NA,216.3758246,7.962,FALSE
1,9/30/2011,79.69,3.355,NA,NA,NA,NA,NA,216.7105965,7.962,FALSE
1,10/7/2011,69.31,3.285,NA,NA,NA,NA,NA,217.0453684,7.866,FALSE
1,10/14/2011,71.74,3.274,NA,NA,NA,NA,NA,217.3552733,7.866,FALSE
1,10/21/2011,63.71,3.353,NA,NA,NA,NA,NA,217.5159762,7.866,FALSE
1,10/28/2011,66.57,3.372,NA,NA,NA,NA,NA,217.6766791,7.866,FALSE
1,11/4/2011,54.98,3.332,NA,NA,NA,NA,NA,217.837382,7.866,FALSE
1,11/11/2011,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,FALSE
1,11/18/2011,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,FALSE
1,11/25/2011,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,TRUE
1,12/2/2011,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,FALSE
1,12/9/2011,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,FALSE
1,12/16/2011,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,FALSE
1,12/23/2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,FALSE
1,12/30/2011,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,TRUE
1,1/6/2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,FALSE
1,1/13/2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE
1,1/20/2012,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE
1,1/27/2012,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE
1,2/3/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE
1,2/10/2012,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,TRUE
1,2/17/2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,FALSE
1,2/24/2012,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,FALSE
1,3/2/2012,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,FALSE
1,3/9/2012,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,FALSE
1,3/16/2012,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,FALSE
1,3/23/2012,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,FALSE
1,3/30/2012,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,FALSE
1,4/6/2012,70.43,3.891,10121.97,NA,77.98,3750.59,4510.72,221.4356112,7.143,FALSE
1,4/13/2012,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,FALSE
1,4/20/2012,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,FALSE
1,4/27/2012,67.23,3.814,3221.25,NA,35.49,577.14,6222.25,221.6179368,7.143,FALSE
1,5/4/2012,75.55,3.749,21290.13,NA,69.89,4977.35,3261.04,221.6718,7.143,FALSE
1,5/11/2012,73.77,3.688,8351.4,NA,10.52,2443.14,3127.88,221.7256632,7.143,FALSE
1,5/18/2012,70.33,3.63,6154.14,NA,45.11,1675.49,5508.18,221.742674,7.143,FALSE
1,5/25/2012,77.22,3.561,4039.39,NA,745.19,1429.96,3631.13,221.744944,7.143,FALSE
1,6/1/2012,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,FALSE
1,6/8/2012,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,FALSE
1,6/15/2012,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,FALSE
1,6/22/2012,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSE
1,6/29/2012,84.88,3.286,3965.73,161.6,NA,435.99,4212.97,221.8434,7.143,FALSE
1,7/6/2012,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,FALSE
1,7/13/2012,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,FALSE
1,7/20/2012,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,FALSE
1,7/27/2012,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,FALSE
1,8/3/2012,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,FALSE
1,8/10/2012,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,FALSE
1,8/17/2012,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,FALSE
1,8/24/2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,FALSE
1,8/31/2012,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,FALSE
1,9/7/2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,TRUE
1,9/14/2012,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,FALSE
1,9/21/2012,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,FALSE
1,9/28/2012,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,FALSE
1,10/5/2012,68.55,3.617,8077.89,NA,18.22,3617.43,3626.14,223.1814772,6.573,FALSE
1,10/12/2012,62.99,3.601,2086.18,NA,8.11,602.36,5926.45,223.3812965,6.573,FALSE
1,10/19/2012,67.97,3.594,950.33,NA,4.93,80.25,2312.85,223.4257233,6.573,FALSE
1,10/26/2012,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,FALSE
2,2/5/2010,40.19,2.572,NA,NA,NA,NA,NA,210.7526053,8.324,FALSE
2,2/12/2010,38.49,2.548,NA,NA,NA,NA,NA,210.8979935,8.324,TRUE
2,2/19/2010,39.69,2.514,NA,NA,NA,NA,NA,210.9451605,8.324,FALSE
2,2/26/2010,46.1,2.561,NA,NA,NA,NA,NA,210.9759573,8.324,FALSE
2,3/5/2010,47.17,2.625,NA,NA,NA,NA,NA,211.0067542,8.324,FALSE
2,3/12/2010,57.56,2.667,NA,NA,NA,NA,NA,211.037551,8.324,FALSE
2,3/19/2010,54.52,2.72,NA,NA,NA,NA,NA,210.8733316,8.324,FALSE
2,3/26/2010,51.26,2.732,NA,NA,NA,NA,NA,210.6766095,8.324,FALSE
2,4/2/2010,63.27,2.719,NA,NA,NA,NA,NA,210.4798874,8.2,FALSE
2,4/9/2010,65.41,2.77,NA,NA,NA,NA,NA,210.2831653,8.2,FALSE
2,4/16/2010,68.07,2.808,NA,NA,NA,NA,NA,210.1495463,8.2,FALSE
2,4/23/2010,65.11,2.795,NA,NA,NA,NA,NA,210.1000648,8.2,FALSE
2,4/30/2010,66.98,2.78,NA,NA,NA,NA,NA,210.0505833,8.2,FALSE
2,5/7/2010,71.28,2.835,NA,NA,NA,NA,NA,210.0011018,8.2,FALSE
2,5/14/2010,73.31,2.854,NA,NA,NA,NA,NA,209.9984585,8.2,FALSE
2,5/21/2010,74.83,2.826,NA,NA,NA,NA,NA,210.2768443,8.2,FALSE
2,5/28/2010,81.13,2.759,NA,NA,NA,NA,NA,210.5552301,8.2,FALSE
2,6/4/2010,81.81,2.705,NA,NA,NA,NA,NA,210.833616,8.2,FALSE
2,6/11/2010,83.4,2.668,NA,NA,NA,NA,NA,211.1120018,8.2,FALSE
2,6/18/2010,85.81,2.637,NA,NA,NA,NA,NA,211.1096543,8.2,FALSE
2,6/25/2010,86.26,2.653,NA,NA,NA,NA,NA,210.9950134,8.2,FALSE
2,7/2/2010,82.74,2.669,NA,NA,NA,NA,NA,210.8803726,8.099,FALSE
2,7/9/2010,82.59,2.642,NA,NA,NA,NA,NA,210.7657317,8.099,FALSE
2,7/16/2010,85.32,2.623,NA,NA,NA,NA,NA,210.7577954,8.099,FALSE
2,7/23/2010,87.66,2.608,NA,NA,NA,NA,NA,210.8921319,8.099,FALSE
2,7/30/2010,83.49,2.64,NA,NA,NA,NA,NA,211.0264684,8.099,FALSE
2,8/6/2010,89.53,2.627,NA,NA,NA,NA,NA,211.1608049,8.099,FALSE
2,8/13/2010,89.05,2.692,NA,NA,NA,NA,NA,211.2951413,8.099,FALSE
2,8/20/2010,88.7,2.664,NA,NA,NA,NA,NA,211.2596586,8.099,FALSE
2,8/27/2010,87.12,2.619,NA,NA,NA,NA,NA,211.2241759,8.099,FALSE
2,9/3/2010,81.83,2.577,NA,NA,NA,NA,NA,211.1886931,8.099,FALSE
2,9/10/2010,79.09,2.565,NA,NA,NA,NA,NA,211.1532104,8.099,TRUE
2,9/17/2010,82.05,2.582,NA,NA,NA,NA,NA,211.1806415,8.099,FALSE
2,9/24/2010,81.79,2.624,NA,NA,NA,NA,NA,211.2552578,8.099,FALSE
2,10/1/2010,69.24,2.603,NA,NA,NA,NA,NA,211.3298742,8.163,FALSE
2,10/8/2010,63.19,2.633,NA,NA,NA,NA,NA,211.4044906,8.163,FALSE
2,10/15/2010,65.8,2.72,NA,NA,NA,NA,NA,211.4713286,8.163,FALSE
2,10/22/2010,68.5,2.725,NA,NA,NA,NA,NA,211.5187208,8.163,FALSE
2,10/29/2010,66.24,2.716,NA,NA,NA,NA,NA,211.5661131,8.163,FALSE
2,11/5/2010,57.85,2.689,NA,NA,NA,NA,NA,211.6135053,8.163,FALSE
2,11/12/2010,59.69,2.728,NA,NA,NA,NA,NA,211.6608975,8.163,FALSE
2,11/19/2010,50.81,2.771,NA,NA,NA,NA,NA,211.5470304,8.163,FALSE
2,11/26/2010,62.98,2.735,NA,NA,NA,NA,NA,211.4062867,8.163,TRUE
2,12/3/2010,49.33,2.708,NA,NA,NA,NA,NA,211.265543,8.163,FALSE
2,12/10/2010,45.5,2.843,NA,NA,NA,NA,NA,211.1247993,8.163,FALSE
2,12/17/2010,47.55,2.869,NA,NA,NA,NA,NA,211.0645458,8.163,FALSE
2,12/24/2010,49.97,2.886,NA,NA,NA,NA,NA,211.0646599,8.163,FALSE
2,12/31/2010,47.3,2.943,NA,NA,NA,NA,NA,211.064774,8.163,TRUE
2,1/7/2011,44.69,2.976,NA,NA,NA,NA,NA,211.0648881,8.028,FALSE
2,1/14/2011,33.02,2.983,NA,NA,NA,NA,NA,211.1176713,8.028,FALSE
2,1/21/2011,41.4,3.016,NA,NA,NA,NA,NA,211.4864691,8.028,FALSE
2,1/28/2011,42.83,3.01,NA,NA,NA,NA,NA,211.8552668,8.028,FALSE
2,2/4/2011,38.25,2.989,NA,NA,NA,NA,NA,212.2240646,8.028,FALSE
2,2/11/2011,33.19,3.022,NA,NA,NA,NA,NA,212.5928624,8.028,TRUE
2,2/18/2011,57.83,3.045,NA,NA,NA,NA,NA,212.9033115,8.028,FALSE
2,2/25/2011,60.8,3.065,NA,NA,NA,NA,NA,213.190421,8.028,FALSE
2,3/4/2011,57.77,3.288,NA,NA,NA,NA,NA,213.4775305,8.028,FALSE
2,3/11/2011,52.7,3.459,NA,NA,NA,NA,NA,213.7646401,8.028,FALSE
2,3/18/2011,62.32,3.488,NA,NA,NA,NA,NA,214.0156238,8.028,FALSE
2,3/25/2011,69.42,3.473,NA,NA,NA,NA,NA,214.2521573,8.028,FALSE
2,4/1/2011,55.43,3.524,NA,NA,NA,NA,NA,214.4886908,7.931,FALSE
2,4/8/2011,67,3.622,NA,NA,NA,NA,NA,214.7252242,7.931,FALSE
2,4/15/2011,69.48,3.743,NA,NA,NA,NA,NA,214.9420631,7.931,FALSE
2,4/22/2011,69.39,3.807,NA,NA,NA,NA,NA,215.1096657,7.931,FALSE
2,4/29/2011,69.21,3.81,NA,NA,NA,NA,NA,215.2772683,7.931,FALSE
2,5/6/2011,61.48,3.906,NA,NA,NA,NA,NA,215.4448709,7.931,FALSE
2,5/13/2011,74.61,3.899,NA,NA,NA,NA,NA,215.6124735,7.931,FALSE
2,5/20/2011,67.14,3.907,NA,NA,NA,NA,NA,215.3834778,7.931,FALSE
2,5/27/2011,76.42,3.786,NA,NA,NA,NA,NA,215.1544822,7.931,FALSE
2,6/3/2011,83.07,3.699,NA,NA,NA,NA,NA,214.9254865,7.931,FALSE
2,6/10/2011,83.4,3.648,NA,NA,NA,NA,NA,214.6964908,7.931,FALSE
2,6/17/2011,86.53,3.637,NA,NA,NA,NA,NA,214.6513538,7.931,FALSE
2,6/24/2011,85.17,3.594,NA,NA,NA,NA,NA,214.7441108,7.931,FALSE
2,7/1/2011,85.69,3.524,NA,NA,NA,NA,NA,214.8368678,7.852,FALSE
2,7/8/2011,87.7,3.48,NA,NA,NA,NA,NA,214.9296249,7.852,FALSE
2,7/15/2011,89.83,3.575,NA,NA,NA,NA,NA,215.0134426,7.852,FALSE
2,7/22/2011,89.34,3.651,NA,NA,NA,NA,NA,215.0749122,7.852,FALSE
2,7/29/2011,90.07,3.682,NA,NA,NA,NA,NA,215.1363819,7.852,FALSE
2,8/5/2011,93.34,3.684,NA,NA,NA,NA,NA,215.1978515,7.852,FALSE
2,8/12/2011,91.58,3.638,NA,NA,NA,NA,NA,215.2593211,7.852,FALSE
2,8/19/2011,89.86,3.554,NA,NA,NA,NA,NA,215.3229307,7.852,FALSE
2,8/26/2011,90.45,3.523,NA,NA,NA,NA,NA,215.386897,7.852,FALSE
2,9/2/2011,89.64,3.533,NA,NA,NA,NA,NA,215.4508632,7.852,FALSE
2,9/9/2011,77.97,3.546,NA,NA,NA,NA,NA,215.5148295,7.852,TRUE
2,9/16/2011,78.85,3.526,NA,NA,NA,NA,NA,215.6944378,7.852,FALSE
2,9/23/2011,75.58,3.467,NA,NA,NA,NA,NA,216.0282356,7.852,FALSE
2,9/30/2011,78.14,3.355,NA,NA,NA,NA,NA,216.3620333,7.852,FALSE
2,10/7/2011,69.92,3.285,NA,NA,NA,NA,NA,216.6958311,7.441,FALSE
2,10/14/2011,71.67,3.274,NA,NA,NA,NA,NA,217.0048261,7.441,FALSE
2,10/21/2011,64.53,3.353,NA,NA,NA,NA,NA,217.1650042,7.441,FALSE
2,10/28/2011,65.87,3.372,NA,NA,NA,NA,NA,217.3251824,7.441,FALSE
2,11/4/2011,55.53,3.332,NA,NA,NA,NA,NA,217.4853605,7.441,FALSE
2,11/11/2011,59.33,3.297,10797.64,20445,443.32,4754.07,4787.16,217.6455387,7.441,FALSE
2,11/18/2011,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,FALSE
2,11/25/2011,56.36,3.236,919.71,62,77451.26,23,1589.43,218.1130269,7.441,TRUE
2,12/2/2011,48.74,3.172,8010.99,83.47,1897.27,4444,28238.93,218.3590319,7.441,FALSE
2,12/9/2011,41.76,3.158,11472.59,40,306.43,4160.55,8899.08,218.605037,7.441,FALSE
2,12/16/2011,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,FALSE
2,12/23/2011,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,FALSE
2,12/30/2011,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,TRUE
2,1/6/2012,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,FALSE
2,1/13/2012,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,FALSE
2,1/20/2012,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,FALSE
2,1/27/2012,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,FALSE
2,2/3/2012,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,FALSE
2,2/10/2012,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,TRUE
2,2/17/2012,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,FALSE
2,2/24/2012,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7.057,FALSE
2,3/2/2012,58.79,3.63,23901.27,2144.7,9,9799.63,4929.53,220.4866886,7.057,FALSE
2,3/9/2012,57.11,3.669,11784.91,368.32,3,2498.17,7746,220.6974332,7.057,FALSE
2,3/16/2012,63.68,3.734,5965.99,230.42,3,2650.77,2073.81,220.8498468,7.057,FALSE
2,3/23/2012,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,FALSE
2,3/30/2012,66.83,3.845,14369.3,164.77,17,1017.31,3470.49,220.9991248,7.057,FALSE
2,4/6/2012,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,FALSE
2,4/13/2012,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484028,6.891,FALSE
2,4/20/2012,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,FALSE
2,4/27/2012,67.2,3.814,3076.68,NA,38.32,108.71,2708.9,221.255812,6.891,FALSE
2,5/4/2012,76.73,3.749,23731.47,NA,78.09,7931.42,4443.52,221.3095166,6.891,FALSE
2,5/11/2012,73.87,3.688,16519.5,NA,117.38,5131.02,3634.25,221.3632212,6.891,FALSE
2,5/18/2012,71.27,3.63,9262.12,NA,42.67,3694.8,4612.01,221.380331,6.891,FALSE
2,5/25/2012,78.19,3.561,10701.32,NA,1030.53,3595.04,14920.27,221.3828029,6.891,FALSE
2,6/1/2012,78.38,3.501,13091.33,21,245.37,2993.15,5521.72,221.3852748,6.891,FALSE
2,6/8/2012,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,FALSE
2,6/15/2012,80.56,3.393,8573.41,195,0.19,4455.38,5288.61,221.4009901,6.891,FALSE
2,6/22/2012,81.04,3.346,12126.02,314,60.99,6058.6,36430.33,221.4411622,6.891,FALSE
2,6/29/2012,86.32,3.286,8495.34,275.8,NA,1935.16,5686.13,221.4813343,6.891,FALSE
2,7/6/2012,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6.565,FALSE
2,7/13/2012,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,FALSE
2,7/20/2012,83.23,3.311,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6.565,FALSE
2,7/27/2012,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.5785461,6.565,FALSE
2,8/3/2012,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6.565,FALSE
2,8/10/2012,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,221.5954138,6.565,FALSE
2,8/17/2012,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.6751459,6.565,FALSE
2,8/24/2012,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.8083518,6.565,FALSE
2,8/31/2012,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,221.9415576,6.565,FALSE
2,9/7/2012,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.0747635,6.565,TRUE
2,9/14/2012,75.88,3.717,8325.93,NA,37.32,1808.69,9314.55,222.2174395,6.565,FALSE
